employee_id,employee_name,department,employment_status,joining_date,service_period,leave_type,start_date,end_date,leave_duration,reason,reason_category,approved
EMP00561,Employee_561,HR,Probation,2024-10-04,431,Earned,2025-12-23,2025-12-29,7,Want to spend time on personal development activities,Other,0
EMP00562,Employee_562,Finance,Permanent,2024-11-27,377,Casual,2026-01-05,2026-01-24,20,Need time to complete pending personal documentation work,Other,0
EMP00563,Employee_563,HR,Permanent,2025-08-19,112,Emergency,2025-12-12,2025-12-29,18,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00564,Employee_564,Operations,Permanent,2024-10-30,405,Emergency,2025-12-21,2025-12-31,11,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00565,Employee_565,Operations,Contract,2025-07-19,143,Casual,2025-12-25,2026-01-04,11,Personal reasons requiring few days of absence,Other,0
EMP00566,Employee_566,Operations,Contract,2025-01-30,313,Earned,2025-12-23,2026-01-02,11,Attending family wedding ceremony and related functions,Personal,0
EMP00567,Employee_567,Sales,Permanent,2024-09-11,454,Emergency,2026-01-05,2026-01-13,9,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00568,Employee_568,Admin,Probation,2023-06-10,913,Earned,2025-12-25,2026-01-03,10,Taking break for mental health and stress relief,Other,0
EMP00569,Employee_569,Finance,Contract,2025-06-24,168,Earned,2026-01-07,2026-01-11,5,Need time to complete pending personal documentation work,Other,0
EMP00570,Employee_570,Operations,Contract,2025-07-05,157,Sick,2026-01-06,2026-01-06,1,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00571,Employee_571,IT,Contract,2024-09-29,436,Sick,2025-12-18,2026-01-04,18,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00572,Employee_572,Admin,Contract,2025-02-07,305,Earned,2025-12-17,2025-12-29,13,Planning to attend professional certification exam,Other,0
EMP00573,Employee_573,Finance,Probation,2023-02-16,1027,Sick,2025-12-21,2026-01-02,13,Need to undergo surgery and recovery time at home,Medical,0
EMP00574,Employee_574,Finance,Contract,2025-02-24,288,Emergency,2025-12-15,2025-12-20,6,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00575,Employee_575,Finance,Contract,2023-03-24,991,Earned,2025-12-17,2025-12-18,2,Need to undergo surgery and recovery time at home,Medical,1
EMP00576,Employee_576,HR,Probation,2023-11-13,757,Casual,2025-12-31,2026-01-01,2,Personal commitment to attend cousin's marriage ceremony,Personal,1
EMP00577,Employee_577,Sales,Probation,2023-04-22,962,Emergency,2025-12-11,2025-12-12,2,Unexpected family crisis requiring immediate travel back home,Emergency,1
EMP00578,Employee_578,HR,Contract,2023-01-06,1068,Earned,2025-12-28,2026-01-05,9,Need break from work for personal well-being,Other,0
EMP00579,Employee_579,Finance,Probation,2023-10-25,776,Earned,2025-12-30,2026-01-17,19,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00580,Employee_580,Operations,Probation,2024-09-08,457,Emergency,2026-01-05,2026-01-16,12,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00581,Employee_581,Admin,Contract,2025-11-25,14,Casual,2025-12-15,2025-12-29,15,Child's school annual day function and parent participation required,Personal,0
EMP00582,Employee_582,Operations,Permanent,2025-02-04,308,Casual,2025-12-21,2025-12-26,6,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00583,Employee_583,Marketing,Probation,2024-02-01,677,Sick,2025-12-31,2026-01-15,16,Need to undergo surgery and recovery time at home,Medical,0
EMP00584,Employee_584,Finance,Contract,2023-08-20,842,Sick,2025-12-11,2025-12-18,8,Moving to new house and need time for relocation activities,Personal,0
EMP00585,Employee_585,Engineering,Contract,2025-02-11,301,Sick,2025-12-18,2025-12-23,6,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00586,Employee_586,IT,Contract,2025-10-31,39,Earned,2025-12-16,2025-12-18,3,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00587,Employee_587,Admin,Probation,2024-12-24,350,Casual,2025-12-29,2026-01-11,14,Cultural event participation with family members,Personal,0
EMP00588,Employee_588,Finance,Contract,2023-01-27,1047,Earned,2026-01-02,2026-01-07,6,Personal reasons requiring few days of absence,Other,0
EMP00589,Employee_589,Admin,Contract,2025-07-21,141,Casual,2025-12-22,2026-01-03,13,Child's school annual day function and parent participation required,Personal,0
EMP00590,Employee_590,Engineering,Permanent,2023-01-03,1071,Emergency,2025-12-29,2026-01-02,5,Cultural event participation with family members,Personal,1
EMP00591,Employee_591,Engineering,Contract,2023-02-12,1031,Sick,2025-12-25,2025-12-27,3,Dealing with severe migraine attacks requiring rest and medication,Medical,1
EMP00592,Employee_592,Engineering,Contract,2023-07-09,884,Emergency,2026-01-06,2026-01-17,12,Planned family vacation to spend quality time together,Personal,0
EMP00593,Employee_593,Admin,Probation,2023-12-22,718,Sick,2025-12-14,2025-12-27,14,Need to undergo surgery and recovery time at home,Medical,0
EMP00594,Employee_594,HR,Probation,2023-08-25,837,Earned,2025-12-10,2025-12-16,7,Need some days off for personal work and errands,Other,0
EMP00595,Employee_595,HR,Contract,2025-11-24,15,Emergency,2026-01-01,2026-01-07,7,Close relative in critical condition at emergency room,Emergency,0
EMP00596,Employee_596,Sales,Permanent,2025-01-26,317,Emergency,2025-12-18,2026-01-05,19,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00597,Employee_597,IT,Contract,2023-11-21,749,Earned,2026-01-03,2026-01-15,13,Attending important family function out of town,Personal,0
EMP00598,Employee_598,Admin,Permanent,2023-11-11,759,Emergency,2025-12-19,2025-12-27,9,Close relative in critical condition at emergency room,Emergency,1
EMP00599,Employee_599,Finance,Contract,2025-04-09,244,Casual,2026-01-04,2026-01-18,15,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00600,Employee_600,HR,Permanent,2023-02-01,1042,Emergency,2026-01-04,2026-01-14,11,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,1
EMP00601,Employee_601,Finance,Probation,2025-11-28,11,Sick,2025-12-25,2025-12-29,5,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00602,Employee_602,HR,Permanent,2024-06-18,539,Casual,2025-12-12,2025-12-23,12,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00603,Employee_603,IT,Probation,2023-01-06,1068,Earned,2025-12-11,2025-12-30,20,Home renovation work supervision requiring presence,Personal,0
EMP00604,Employee_604,Admin,Probation,2025-11-17,22,Casual,2025-12-19,2026-01-04,17,Attending family wedding ceremony and related functions,Personal,0
EMP00605,Employee_605,Marketing,Contract,2024-12-26,348,Sick,2025-12-17,2025-12-28,12,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00606,Employee_606,HR,Probation,2023-09-12,819,Earned,2025-12-22,2026-01-03,13,Need time to complete pending personal documentation work,Other,0
EMP00607,Employee_607,Engineering,Contract,2025-07-21,141,Sick,2025-12-19,2026-01-05,18,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00608,Employee_608,Sales,Probation,2024-05-21,567,Casual,2025-12-16,2026-01-04,20,Need to handle some important personal matters,Other,0
EMP00609,Employee_609,Engineering,Probation,2024-12-15,359,Emergency,2025-12-13,2025-12-29,17,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00610,Employee_610,Operations,Probation,2025-04-13,240,Earned,2026-01-05,2026-01-22,18,Planning to attend professional certification exam,Other,0
EMP00611,Employee_611,Admin,Probation,2023-03-24,991,Casual,2026-01-03,2026-01-13,11,Taking time off for self-care and rejuvenation,Other,0
EMP00612,Employee_612,Engineering,Probation,2025-04-14,239,Earned,2025-12-22,2025-12-24,3,Need time to complete pending personal documentation work,Other,0
EMP00613,Employee_613,Marketing,Probation,2023-08-17,845,Earned,2025-12-27,2026-01-12,17,Long planned trip for family reunion and bonding,Personal,0
EMP00614,Employee_614,Operations,Permanent,2024-04-29,589,Sick,2025-12-31,2026-01-12,13,Diagnosed with infection and need time for medication and treatment,Medical,1
EMP00615,Employee_615,HR,Contract,2024-12-08,366,Emergency,2025-12-21,2025-12-31,11,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00616,Employee_616,Operations,Permanent,2024-11-14,390,Emergency,2025-12-17,2025-12-23,7,Critical emergency involving elderly family member hospitalization,Emergency,1
EMP00617,Employee_617,Marketing,Permanent,2024-10-19,416,Casual,2025-12-21,2026-01-09,20,Child's school annual day function and parent participation required,Personal,0
EMP00618,Employee_618,HR,Permanent,2023-03-06,1009,Sick,2025-12-11,2025-12-28,18,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00619,Employee_619,Sales,Probation,2024-05-25,563,Emergency,2026-01-03,2026-01-08,6,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00620,Employee_620,IT,Permanent,2025-03-21,263,Sick,2026-01-04,2026-01-20,17,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00621,Employee_621,Engineering,Contract,2023-12-28,712,Emergency,2025-12-24,2025-12-29,6,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00622,Employee_622,Admin,Probation,2025-11-21,18,Sick,2025-12-22,2025-12-28,7,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00623,Employee_623,Sales,Contract,2024-06-25,532,Casual,2025-12-18,2026-01-04,18,Religious festival celebration with family gathering,Personal,0
EMP00624,Employee_624,Admin,Contract,2024-01-06,703,Earned,2025-12-25,2025-12-30,6,Need to undergo surgery and recovery time at home,Medical,0
EMP00625,Employee_625,IT,Contract,2023-11-07,763,Earned,2025-12-18,2025-12-30,13,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00626,Employee_626,Finance,Contract,2024-08-27,469,Sick,2026-01-04,2026-01-12,9,Dental emergency requiring immediate clinic visit and recovery,Medical,0
EMP00627,Employee_627,IT,Permanent,2025-02-13,299,Casual,2026-01-04,2026-01-19,16,Moving to new house and need time for relocation activities,Personal,0
EMP00628,Employee_628,IT,Probation,2025-03-08,276,Earned,2025-12-19,2026-01-03,16,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00629,Employee_629,Engineering,Probation,2025-05-20,203,Casual,2025-12-16,2025-12-17,2,Taking time off for self-care and rejuvenation,Other,1
EMP00630,Employee_630,HR,Probation,2024-01-23,686,Earned,2025-12-21,2026-01-01,12,Want to spend time on personal development activities,Other,0
EMP00631,Employee_631,Operations,Probation,2025-10-29,41,Emergency,2025-12-21,2025-12-24,4,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00632,Employee_632,Marketing,Contract,2024-12-16,358,Earned,2025-12-20,2025-12-31,12,Want to spend time on personal development activities,Other,0
EMP00633,Employee_633,Admin,Contract,2023-06-07,916,Sick,2025-12-29,2026-01-10,13,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00634,Employee_634,Finance,Contract,2024-01-18,691,Emergency,2025-12-28,2026-01-16,20,Urgent situation at home needs immediate presence and resolution,Emergency,0
EMP00635,Employee_635,HR,Permanent,2024-01-05,704,Casual,2025-12-20,2025-12-30,11,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00636,Employee_636,Operations,Contract,2023-09-21,810,Earned,2026-01-03,2026-01-17,15,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00637,Employee_637,Admin,Probation,2024-12-31,343,Casual,2025-12-14,2025-12-14,1,Need to undergo surgery and recovery time at home,Medical,1
EMP00638,Employee_638,Operations,Contract,2025-06-28,164,Casual,2025-12-22,2025-12-27,6,Child's school annual day function and parent participation required,Personal,0
EMP00639,Employee_639,HR,Probation,2025-08-20,111,Sick,2025-12-26,2026-01-07,13,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00640,Employee_640,HR,Probation,2025-01-24,319,Sick,2025-12-19,2025-12-31,13,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00641,Employee_641,Admin,Contract,2025-03-25,259,Casual,2026-01-05,2026-01-21,17,Attending family wedding ceremony and related functions,Personal,0
EMP00642,Employee_642,Engineering,Contract,2023-12-09,731,Earned,2025-12-24,2026-01-08,16,Planning to attend professional certification exam,Other,0
EMP00643,Employee_643,Admin,Permanent,2024-12-11,363,Emergency,2025-12-23,2026-01-10,19,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00644,Employee_644,Operations,Probation,2023-03-28,987,Casual,2025-12-24,2025-12-26,3,Personal reasons requiring few days of absence,Other,0
EMP00645,Employee_645,IT,Probation,2025-01-24,319,Earned,2025-12-10,2025-12-10,1,Want to pursue personal hobby project during time off,Other,1
EMP00646,Employee_646,Sales,Probation,2023-04-23,961,Sick,2026-01-03,2026-01-18,16,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00647,Employee_647,IT,Probation,2024-08-22,474,Sick,2025-12-21,2026-01-07,18,Need to handle some important personal matters,Other,0
EMP00648,Employee_648,Marketing,Permanent,2023-10-02,799,Emergency,2025-12-18,2025-12-25,8,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,1
EMP00649,Employee_649,Operations,Probation,2022-12-15,1090,Earned,2025-12-16,2025-12-29,14,Moving to new house and need time for relocation activities,Personal,0
EMP00650,Employee_650,Finance,Probation,2025-04-26,227,Emergency,2025-12-24,2026-01-12,20,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00651,Employee_651,Admin,Permanent,2024-02-21,657,Sick,2025-12-11,2025-12-15,5,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00652,Employee_652,Finance,Permanent,2024-05-10,578,Earned,2026-01-01,2026-01-05,5,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00653,Employee_653,Marketing,Permanent,2025-02-03,309,Sick,2025-12-16,2025-12-31,16,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00654,Employee_654,Admin,Probation,2023-05-04,950,Sick,2025-12-12,2025-12-22,11,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00655,Employee_655,Engineering,Probation,2023-09-27,804,Sick,2025-12-25,2026-01-11,18,Need to handle some important personal matters,Other,0
EMP00656,Employee_656,Engineering,Permanent,2024-07-17,510,Emergency,2025-12-17,2025-12-31,15,Family emergency due to sudden hospitalization of parent requiring immediate attention,Emergency,1
EMP00657,Employee_657,Marketing,Probation,2025-05-30,193,Casual,2025-12-22,2026-01-06,16,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00658,Employee_658,Sales,Permanent,2025-09-13,87,Sick,2025-12-25,2026-01-02,9,Need to undergo surgery and recovery time at home,Medical,1
EMP00659,Employee_659,Sales,Permanent,2024-09-18,447,Sick,2025-12-30,2026-01-06,8,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
EMP00660,Employee_660,Finance,Probation,2025-04-07,246,Emergency,2025-12-10,2025-12-17,8,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00661,Employee_661,Admin,Contract,2025-01-25,318,Earned,2025-12-17,2025-12-19,3,Parent's birthday celebration and family get together,Personal,0
EMP00662,Employee_662,Sales,Contract,2025-08-08,123,Sick,2025-12-30,2026-01-10,12,Moving to new house and need time for relocation activities,Personal,0
EMP00663,Employee_663,Admin,Permanent,2024-02-29,649,Earned,2026-01-02,2026-01-16,15,Attending family wedding ceremony and related functions,Personal,1
EMP00664,Employee_664,Sales,Contract,2025-03-08,276,Earned,2025-12-25,2025-12-26,2,Taking time off for self-care and rejuvenation,Other,1
EMP00665,Employee_665,Admin,Permanent,2024-11-21,383,Earned,2026-01-02,2026-01-12,11,Having flu symptoms and doctor advised rest for few days,Medical,1
EMP00666,Employee_666,Finance,Permanent,2022-12-17,1088,Casual,2025-12-19,2026-01-02,15,Want to spend time on personal development activities,Other,0
EMP00667,Employee_667,Sales,Probation,2025-12-07,2,Emergency,2026-01-07,2026-01-12,6,Cultural event participation with family members,Personal,0
EMP00668,Employee_668,Marketing,Probation,2025-08-01,130,Emergency,2025-12-26,2026-01-01,7,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00669,Employee_669,Finance,Contract,2024-05-08,580,Earned,2025-12-30,2026-01-12,14,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00670,Employee_670,HR,Contract,2025-07-25,137,Sick,2025-12-15,2025-12-19,5,Need to undergo surgery and recovery time at home,Medical,1
EMP00671,Employee_671,HR,Probation,2024-11-11,393,Sick,2025-12-28,2025-12-29,2,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00672,Employee_672,Admin,Contract,2024-07-02,525,Sick,2025-12-17,2025-12-28,12,I have a medical appointment scheduled at the hospital for health issues,Medical,0
EMP00673,Employee_673,Engineering,Permanent,2023-03-08,1007,Sick,2026-01-04,2026-01-18,15,Diagnosed with infection and need time for medication and treatment,Medical,1
EMP00674,Employee_674,IT,Probation,2025-08-11,120,Earned,2025-12-11,2025-12-27,17,Taking break for mental health and stress relief,Other,0
EMP00675,Employee_675,Operations,Permanent,2024-09-22,443,Sick,2026-01-02,2026-01-05,4,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00676,Employee_676,Marketing,Permanent,2022-12-27,1078,Casual,2025-12-30,2026-01-17,19,Personal commitment to attend cousin's marriage ceremony,Personal,0
EMP00677,Employee_677,IT,Contract,2025-05-06,217,Earned,2026-01-01,2026-01-15,15,Need to handle some important personal matters,Other,0
EMP00678,Employee_678,HR,Permanent,2024-12-04,370,Emergency,2025-12-20,2026-01-05,17,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00679,Employee_679,Admin,Probation,2024-03-03,646,Earned,2025-12-23,2026-01-03,12,Need to handle some important personal matters,Other,0
EMP00680,Employee_680,Sales,Contract,2024-08-03,493,Casual,2026-01-03,2026-01-15,13,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00681,Employee_681,Sales,Probation,2023-06-06,917,Emergency,2026-01-02,2026-01-02,1,Cultural event participation with family members,Personal,1
EMP00682,Employee_682,Engineering,Contract,2025-03-07,277,Earned,2025-12-19,2025-12-19,1,Planned family vacation to spend quality time together,Personal,1
EMP00683,Employee_683,Engineering,Contract,2024-05-22,566,Casual,2025-12-11,2025-12-14,4,Personal reasons requiring few days of absence,Other,0
EMP00684,Employee_684,Finance,Permanent,2024-06-14,543,Earned,2025-12-17,2026-01-04,19,Religious festival celebration with family gathering,Personal,0
EMP00685,Employee_685,Operations,Permanent,2023-09-12,819,Casual,2026-01-02,2026-01-04,3,Taking time off for self-care and rejuvenation,Other,1
EMP00686,Employee_686,Finance,Probation,2025-05-27,196,Earned,2026-01-02,2026-01-03,2,Need to handle some important personal matters,Other,1
EMP00687,Employee_687,HR,Permanent,2024-01-24,685,Earned,2025-12-23,2026-01-05,14,Planned family vacation to spend quality time together,Personal,1
EMP00688,Employee_688,Engineering,Contract,2023-10-17,784,Sick,2025-12-26,2026-01-04,10,Anniversary celebration with spouse at planned destination,Personal,0
EMP00689,Employee_689,Marketing,Permanent,2025-08-27,104,Emergency,2026-01-03,2026-01-17,15,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00690,Employee_690,IT,Probation,2023-09-23,808,Casual,2025-12-20,2025-12-24,5,Parent's birthday celebration and family get together,Personal,0
EMP00691,Employee_691,Engineering,Contract,2023-09-13,818,Earned,2025-12-22,2025-12-24,3,Need to handle some important personal matters,Other,1
EMP00692,Employee_692,Finance,Permanent,2023-03-30,985,Casual,2025-12-22,2026-01-06,16,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00693,Employee_693,Marketing,Contract,2022-12-31,1074,Casual,2025-12-12,2025-12-19,8,Need to handle some important personal matters,Other,0
EMP00694,Employee_694,Sales,Contract,2025-06-08,184,Sick,2025-12-23,2026-01-05,14,Need to undergo surgery and recovery time at home,Medical,0
EMP00695,Employee_695,Sales,Probation,2025-10-20,50,Earned,2025-12-21,2025-12-26,6,Taking time off for self-care and rejuvenation,Other,0
EMP00696,Employee_696,Finance,Probation,2025-09-08,92,Casual,2025-12-31,2026-01-06,7,Want to pursue personal hobby project during time off,Other,0
EMP00697,Employee_697,HR,Permanent,2025-08-19,112,Casual,2026-01-08,2026-01-27,20,Religious festival celebration with family gathering,Personal,0
EMP00698,Employee_698,Engineering,Probation,2025-04-25,228,Earned,2025-12-25,2026-01-08,15,Anniversary celebration with spouse at planned destination,Personal,0
EMP00699,Employee_699,Marketing,Contract,2024-10-01,434,Casual,2025-12-26,2026-01-12,18,Want to spend time on personal development activities,Other,0
EMP00700,Employee_700,Admin,Contract,2025-02-22,290,Sick,2025-12-28,2026-01-09,13,Eye checkup appointment with specialist ophthalmologist scheduled,Medical,0
EMP00701,Employee_701,Engineering,Probation,2024-12-25,349,Sick,2025-12-16,2025-12-25,10,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00702,Employee_702,Operations,Permanent,2023-05-01,953,Sick,2025-12-22,2025-12-24,3,Diagnosed with infection and need time for medication and treatment,Medical,1
EMP00703,Employee_703,HR,Permanent,2024-04-18,600,Emergency,2025-12-22,2025-12-29,8,Urgent situation at home needs immediate presence and resolution,Emergency,1
EMP00704,Employee_704,Sales,Probation,2022-12-16,1089,Sick,2025-12-16,2025-12-21,6,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00705,Employee_705,Engineering,Permanent,2024-07-20,507,Earned,2025-12-25,2026-01-04,11,Experiencing severe headache and stomach pain requiring medical attention,Medical,1
EMP00706,Employee_706,Engineering,Probation,2023-12-19,721,Earned,2025-12-17,2025-12-26,10,Planning to attend professional certification exam,Other,0
EMP00707,Employee_707,Engineering,Contract,2024-06-29,528,Emergency,2025-12-27,2025-12-27,1,Child met with an accident and needs immediate care,Emergency,1
EMP00708,Employee_708,Finance,Probation,2023-09-26,805,Casual,2026-01-02,2026-01-04,3,Want to spend time on personal development activities,Other,0
EMP00709,Employee_709,Marketing,Probation,2024-08-03,493,Casual,2025-12-19,2026-01-01,14,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00710,Employee_710,Admin,Contract,2025-03-14,270,Casual,2025-12-28,2026-01-01,5,Need to undergo surgery and recovery time at home,Medical,0
EMP00711,Employee_711,Finance,Probation,2023-01-01,1073,Casual,2026-01-08,2026-01-21,14,Home renovation work supervision requiring presence,Personal,0
EMP00712,Employee_712,Finance,Probation,2025-07-23,139,Sick,2025-12-20,2025-12-25,6,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00713,Employee_713,Engineering,Probation,2023-08-14,848,Emergency,2025-12-24,2026-01-02,10,Critical emergency involving elderly family member hospitalization,Emergency,0
EMP00714,Employee_714,Finance,Permanent,2025-05-04,219,Casual,2025-12-10,2025-12-15,6,Dealing with severe migraine attacks requiring rest and medication,Medical,0
EMP00715,Employee_715,Operations,Contract,2024-08-23,473,Casual,2025-12-31,2026-01-07,8,Anniversary celebration with spouse at planned destination,Personal,0
EMP00716,Employee_716,HR,Contract,2023-04-07,977,Casual,2026-01-06,2026-01-22,17,Chronic back pain has worsened and need physiotherapy sessions,Medical,0
EMP00717,Employee_717,Sales,Permanent,2023-10-07,794,Emergency,2025-12-14,2025-12-29,16,Child met with an accident and needs immediate care,Emergency,0
EMP00718,Employee_718,Engineering,Probation,2025-11-08,31,Earned,2025-12-17,2025-12-30,14,Need time to complete pending personal documentation work,Other,0
EMP00719,Employee_719,Marketing,Permanent,2024-12-11,363,Emergency,2025-12-25,2026-01-13,20,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00720,Employee_720,Marketing,Probation,2023-09-01,830,Sick,2026-01-02,2026-01-21,20,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00721,Employee_721,IT,Contract,2022-12-29,1076,Sick,2025-12-13,2025-12-29,17,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00722,Employee_722,Marketing,Contract,2023-09-20,811,Sick,2025-12-22,2026-01-08,18,I am suffering from high fever and need to visit the doctor for checkup,Medical,0
EMP00723,Employee_723,Marketing,Probation,2023-06-22,901,Emergency,2026-01-03,2026-01-12,10,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00724,Employee_724,Finance,Probation,2024-04-15,603,Sick,2026-01-07,2026-01-23,17,Taking break for mental health and stress relief,Other,0
EMP00725,Employee_725,HR,Permanent,2025-03-06,278,Emergency,2025-12-20,2026-01-02,14,Death in the family and need to attend funeral arrangements,Emergency,1
EMP00726,Employee_726,Admin,Contract,2024-10-21,414,Emergency,2025-12-18,2025-12-20,3,Death in the family and need to attend funeral arrangements,Emergency,1
EMP00727,Employee_727,HR,Permanent,2025-04-19,234,Emergency,2025-12-12,2025-12-23,12,Close relative in critical condition at emergency room,Emergency,1
EMP00728,Employee_728,Finance,Probation,2023-10-21,780,Sick,2026-01-08,2026-01-13,6,Experiencing severe headache and stomach pain requiring medical attention,Medical,0
EMP00729,Employee_729,Finance,Permanent,2024-12-07,367,Sick,2025-12-19,2026-01-01,14,Chronic back pain has worsened and need physiotherapy sessions,Medical,1
EMP00730,Employee_730,Operations,Contract,2024-12-03,371,Sick,2025-12-16,2025-12-20,5,Need some days off for personal work and errands,Other,1
EMP00731,Employee_731,Admin,Contract,2025-11-27,12,Emergency,2025-12-16,2025-12-23,8,Home emergency due to natural disaster requiring immediate action,Emergency,0
EMP00732,Employee_732,Admin,Probation,2023-06-18,905,Sick,2025-12-29,2026-01-17,20,Need break from work for personal well-being,Other,0
EMP00733,Employee_733,Marketing,Permanent,2024-11-25,379,Casual,2025-12-30,2025-12-31,2,Need some days off for personal work and errands,Other,1
EMP00734,Employee_734,Finance,Permanent,2024-04-06,612,Earned,2025-12-11,2025-12-13,3,Attending important family function out of town,Personal,1
EMP00735,Employee_735,Finance,Permanent,2024-05-05,583,Casual,2026-01-02,2026-01-16,15,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00736,Employee_736,Engineering,Permanent,2024-04-05,613,Earned,2026-01-07,2026-01-18,12,I have a medical appointment scheduled at the hospital for health issues,Medical,1
EMP00737,Employee_737,IT,Contract,2025-07-29,133,Earned,2025-12-14,2025-12-29,16,Long planned trip for family reunion and bonding,Personal,0
EMP00738,Employee_738,Operations,Probation,2022-12-25,1080,Emergency,2025-12-16,2026-01-01,17,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00739,Employee_739,Engineering,Permanent,2022-12-21,1084,Sick,2026-01-02,2026-01-17,16,Having flu symptoms and doctor advised rest for few days,Medical,0
EMP00740,Employee_740,IT,Contract,2024-02-29,649,Earned,2025-12-28,2026-01-13,17,Personal reasons requiring few days of absence,Other,0
EMP00741,Employee_741,Finance,Contract,2023-02-26,1017,Emergency,2026-01-04,2026-01-19,16,Urgent legal matter requiring immediate personal presence,Emergency,0
EMP00742,Employee_742,Marketing,Contract,2024-04-23,595,Casual,2025-12-13,2025-12-13,1,Parent's birthday celebration and family get together,Personal,1
EMP00743,Employee_743,HR,Contract,2024-10-10,425,Emergency,2025-12-11,2025-12-24,14,Sudden family bereavement and funeral ceremony attendance,Emergency,0
EMP00744,Employee_744,Marketing,Permanent,2024-10-22,413,Earned,2026-01-04,2026-01-12,9,Religious festival celebration with family gathering,Personal,1
EMP00745,Employee_745,Operations,Contract,2024-02-14,664,Sick,2025-12-31,2026-01-03,4,Dental emergency requiring immediate clinic visit and recovery,Medical,1
EMP00746,Employee_746,Engineering,Permanent,2024-11-06,398,Earned,2026-01-08,2026-01-18,11,Taking time off for self-care and rejuvenation,Other,0
EMP00747,Employee_747,Admin,Permanent,2025-03-05,279,Emergency,2025-12-30,2026-01-03,5,Sudden family bereavement and funeral ceremony attendance,Emergency,1
EMP00748,Employee_748,Sales,Probation,2023-08-14,848,Sick,2025-12-19,2026-01-04,17,Diagnosed with infection and need time for medication and treatment,Medical,0
EMP00749,Employee_749,Engineering,Permanent,2024-01-29,680,Earned,2025-12-14,2025-12-16,3,I am suffering from high fever and need to visit the doctor for checkup,Medical,1
